comment_text,sentiment_category,date,source
"ﺳﺆﺍﻝ ﺗﺎﻓﻪ ﻟﻤﺎ ﺣﺘﻰ ﺍﻟﻌﺮﺏ ﻳﺸﺘﻤﻮﻥ ﻫﺘﻠﺮ ﻭ ﻳﻠﻘﺒﻮﻧﻪ ﺑﺪﻛﺘﺎﺗﻮﺭ ﻭ ﺍﻟﻘﺎﺗﻞ ﻭ ﺍﻟﺦ ﻛﻢ ﻣﻦ ﻣﺴﻠﻢ ﻗﺘﻞ ﻫﺘﻠﺮ ؟  ﻻ ﺗﺮﺩﺩﻭﺍ ﻗﻮﻝ ﺍﻟﻴﻬﻮﺩ ﺍﻟﻤﻨﺎﻓﻘﻴﻦ 
ﺍﻟﺬﻳﻦ ﺍﺫﺍﻋﻮﺍ ﻛﻞ ﺍﻧﻮﺍﻉ ﺍﻟﻜﺬﺏ ﻋﻠﻴﻪ ﻻﻥ ﺍﻟﻤﺎﺿﻲ ﻓﺎﺕ ﻭ ﺗﻢ ﺗﺤﺮﻳﻔﻪ ﻫﺘﺎﺭ ﺍﺷﺪ ﺍﻟﻨﺎﺱ ﺫﻛﺎﺀﺍ ﻭ ﻣﻌﺮﻓﺔ ﺑﺤﻘﻴﻘﺔ ﺍﻟﻴﻬﻮﺩ ﻟﺬﻟﻚ ﺣﺎﺭﺑﻬﻢ ﻭ ﻳﻌﻠﻢ ﻣﺪﻯ ﻣﻜﺮﻫﻢ ﻭ ﻏﺪﺭﻫﻢ ﻭ ﺷﺮﻭﺭﻫﻢ",0,date= 2017-12-13T20:14:26+0000,Page Facebook= sourceFblink : 426170127508333_885716588220349
ﻟﻤﺎﺫﺍ ﻻ ﻳﺘﺤﺎﻟﻒ ﺍﻟﻌﺐ ﻣﻦ ﺃﺟﻞ ﺍﻟﻘﻀﻴﺔ ﺍﻟﻔﻠﺴﻄﻴﻨﻴﺔ 😔😔😔 ﺣﺎﺑﺐ ﺍﻟﺬﻫﺎﺏ ﻟﻠﺠﻬﺎﺩ ﻓﻴﻬﺎ,0,date= 2017-12-07T00:14:02+0000,Page Facebook= sourceFblink : 426170127508333_885716588220349
la3rb ih mslmin win,0,date= 2017-12-07T00:25:35+0000,Page Facebook= sourceFblink : 426170127508333_885716588220349
Exactement ça  !,1,date= 2017-12-07T00:07:17+0000,Page Facebook= sourceFblink : 426170127508333_885716588220349
ﺍﻧﺴﺎﻥ ﺗﺎﻓﻪ ﻭﺣﻘﻴﺮ ﻋﻠﻴﻪ ﻣﻦ ﷲ ﻣﺎﻳﺴﺘﺤﻖ,0,date= 2017-12-06T23:39:12+0000,Page Facebook= sourceFblink : 426170127508333_885716588220349
Zeyed m3ak habibit galbi dima les status mta3ik tayyara,1,date= 2017-12-07T00:25:22+0000,Page Facebook= sourceFblink : 426170127508333_885716588220349
La3nat allah 3lih,0,date= 2017-12-07T09:10:25+0000,Page Facebook= sourceFblink : 426170127508333_885716588220349
merci,1,date= 2017-12-07T16:31:42+0000,Page Facebook= sourceFblink : 426170127508333_885716588220349
Habib Mokranii Mohamed Minaoui,0,date= 2017-12-06T23:46:42+0000,Page Facebook= sourceFblink : 426170127508333_885716588220349
"Nous n'avant  pas des e'ta nous https://www.instagram.com/nour
 avons une peuple (Kais)--------",0,date= 2017-12-06T23:47:25+0000,Page Facebook= sourceFblink : 426170127508333_885716588220349
ﻫﻲ ﻫﻮ ﺧﺬ ﺟﺎﺋﺰﺓ ﻭﺍﻧﺖ ﺍﺵ ﻣﺪﺧﻠﻚ,0,date= 2017-12-07T18:27:53+0000,Page Facebook= sourceFblink : 426170127508333_885623954896279
ﻟﻮﻛﺎﻥ ﺍﻟﺠﻤﺎﻝ ﺑﺎﻟﺘﻌﺮﻱ ﻟﻜﺎﻧﺖ ﺍﻟﻘﺮﺩﺓ ﺍﺟﻤﻞ ﻧﺴﺎﺀ ﺍﻟﻌﺎﻟﻢ .ﻋﻴﺸﺔ ﺍﻧﺖ ﻻ ﺗﺤﺘﺎﺟﻴﻦ ﻟﻠﺘﻌﺮﻱ ﻟﻜﻲ ﺗﻜﻮﻧﻲ ﺟﻤﻴﻠﺔ ﺍﻧﺖ ﺟﻤﻴﻠﺔ ﺑﺎﻟﻔﻄﺮﺓ,0,date= 2017-12-09T18:04:56+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
Cc 😍😍 :* ❤,1,date= 2017-12-03T21:14:40+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
Bari choufi hal le 7ayetek seybi 3elik me 7ekeyet fer8a,0,date= 2017-12-03T21:22:52+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
ﺑﺮﻯ ﺗﺮﻳﻨﺎ ﻛﺒﺮ ﺳﺎﻗﻴﻚ ﻭ ﻫﻤﺎ ﺗﻘﻮﻝ ﺏڨﺍﺕ,0,date= 2017-12-03T21:19:58+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
ayshusha 😌💘,1,date= 2017-12-03T21:36:24+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
ﻣﺤﻼ ﺳﺎ ﻗﻴﻚ,1,date= 2017-12-04T06:40:09+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
Aicha Attia ﺳﻤﻌﺖ ﻏﻨﺎﻳﺔ ﺍﻏﺎﺭ ﻋﻠﻴﻬﺎ ﻣﻦ ﺛﻴﺎﺑﻪ ﻳﺨﻲ ﺧﺮﺟﺔ ﻋﺮﻳﻨﻬﺎ,0,date= 2017-12-04T19:20:28+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
ﻭﷲ ﻻ ﻓﻬﻤﺘﻚ ﺷﺘﺤﺐ ﺗﻌﻤﻞ ﺁ ﻋﻴﺸﺔ,0,date= 2017-12-04T09:38:48+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
Toopp photo bilel briki 😉..aichaa dimaa 44,1,date= 2017-12-03T21:41:45+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
ﻋﺎﺵ ﻣﻦ ﺷﺎﻓﻚ  ﺭﺍﻙ ﻧﻮﺭﺗﻴﻨﺎ,1,date= 2017-12-03T23:32:47+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
ﻳﺴﻠﻢ ﻫﺎ ﺍﻟﻐﺰﺍﻝ ﻣﻨﻮﺭﺓ,1,date= 2017-12-03T21:12:55+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
ﻭﺣﺪﻙ ﻋﻴﺸﻮﺷﻪ,1,date= 2017-12-04T01:14:59+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
m7llek wmabannek ya 3aychoucha bouzinek 😍😘,1,date= 2017-12-04T21:31:17+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
ﻛﻮﻟﻴﻚ ﻋﻠﻰ ﺑﻌﻀﻚ ﺣﻠﻮﻭ,1,date= 2017-12-03T21:13:25+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
hram,0,date= 2017-12-03T21:37:31+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
ﻳﺨﻲ ﺷﺒﻴﻚ ﻫﺒﻠﺔ,0,date= 2017-12-04T18:30:06+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
Mabanek aicha wallah thabel,1,date= 2017-12-07T17:01:36+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
ﺃﺗﺒﻜﻞ ﷲ ﻋﻠﻴﻚ ﻳﺎ ﺃﺣﻼﺍ ﻋﻴﺸﻮﺷﺔ ﻓﻲ ﺩﻧﻴﺎ,1,date= 2017-12-04T10:02:29+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
Ma7leh tatoo habalni,1,date= 2017-12-04T18:49:59+0000,Page Facebook= sourceFblink : 426170127508333_883562578435750
😍😍💝,1,date= 2017-12-01T16:21:29+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
ﻭﺍﻻﻧﻮﺛﺔ ﺣﻴﺎﺀ ﻗﺒﻞ ﺍﻥ ﺗﻜﻮﻥ ﺍﺯﻳﺎﺀ💃🏻☺️,0,date= 2017-12-01T19:05:12+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
Koul 3am w 2nti b 100000 5erUnofficial: Aicha Atia,1,date= 2017-12-01T17:54:32+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
Rohi,1,date= 2017-12-01T17:12:38+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
ﺻﻠﻲ ﻋﻠﻴﻪ ﻭﺳﻠﻢ,1,date= 2017-12-01T20:32:30+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
Khalil 9atlek mouldeek mabrouuk :*,1,date= 2017-12-01T16:22:32+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
ﷲ ﻳﺴﻠﻤﻚ ﻭﻳﺒﺎﺭﻙ ﻓﻴﻚ ﻋﻄﻴﺔ...ﺍﻟﺰﻳﻦ,1,date= 2017-12-01T23:43:03+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
Toujours EST belle <3  #hassen,1,date= 2017-12-01T19:07:05+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
Tbarkalla Ma7lek 3aicha,1,date= 2017-12-02T06:16:58+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
Wawww,1,date= 2017-12-07T21:56:02+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
3lina w 3lik 3aichoucha,1,date= 2017-12-01T17:19:58+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
Wao wao,1,date= 2017-12-01T16:33:12+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
ﻟﻤﺎﺫﺍ ﺗﻔﻈﻠﻴﻦ ﻛﻐﻴﺮﻙ ﻣﻦ ﺍﻟﺒﻨﺎﺕ ﻟﻐﺔ ﺍﻟﺠﺴﺪ !!!!!!!!,0,date= 2017-12-01T22:06:01+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
ﻋﻠﻴﻨﺎ ﻭﻋﻠﻴﻚ 😘😘,1,date= 2017-12-01T17:11:50+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
La regina Aicha,1,date= 2017-12-01T17:09:09+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
3lina wa3lik 3aychoucha,1,date= 2017-12-01T17:02:06+0000,Page Facebook= sourceFblink : 426170127508333_881976228594385
ﻻ ﺗﺘﺤﺮﺵ ﻻ ﺗﻨﻈﺮ ﻻ ﻻ ﻻ ﻻ،ﺇﺣﺘﺮﻣﻮﺍ ﺭﻭﺍﺣﻜﻢ ﻭ ﻳﺰﻳﻨﺎ ﻣﻦ ﺍﻟﺨﻤﺞ ﻭ ﻗﻠﺔ ﺍﻟﺤﻴﺎﺀ ﻭ ﺍﻹﻳﺤﺎﺀﺍﺕ ﺍﻟﺠﻨﺴﻴﺔ...ﻭ ﺑﺮﺑﻲ ﻟﻐﺔ ﺣﺮﻳﺔ ﻭ ﻫﺎﻙ ﺍﻟﺮﻭﻳﻖ ﻓﻜﻮﻧﺎ ﻣﻨﻬﺎ...ﺭﺑﻲ ﻳﺘﻮﻻﻛﻢ ﻭ ﻣﻠﺘﻘﺎﻧﺎ ﻳﻮﻡ ﺍﻟﺤﺸﺮ ﻭﻗﺘﻬﺎ ﻗﻮﻝ ﻟﺮﺑﻲ ﻫﺬﻱ ﻓﻦ ﻭ ﺃﻧﺎﻗﺔ ﻭ ....,0,date= 2017-11-27T20:21:27+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
ﺗﺤﻴﺎﺗﻲ ﻻﻫﻞ ﺗﻮﻧﺲ. ﻭﺧﺎﺻﺔ ﺍﻟﺸﺎﺑﻲ. ﻧﻮﻓﻞ ﻭﺍﻟﻜﺮﻭﻧﻴﻜﻴﺮ ﻣﺤﻤﺪ ﺍﻻﻧﻔﻌﺎﻟﻲ.ﻭﻛﻞ ﺍﻟﻌﺎﻣﻠﻴﻦ ﺑﺎﻟﺤﻮﺍﺭ ﺍﻟﺘﻮﻧﺴﻲ,1,date= 2017-11-27T20:51:22+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
ﻫﻨﺎ ﺭﺍﻙ ﺗﺒﺎﻧﻲ ﻛﺒﻴﺮﺓ ﺑﻠﻮﺷﻢ. ﻳﺰﻱ ﺧﻠﻴﻨﺎ ﻧﻘﻌﺪﻭ ﻧﺤﺒﻮﻙ ﻛﻴﻤﺎ ﺇﻧﺘﻲ ﻋﻠﻰ ﻃﺒﻴﻌﺘﻚ ﻋﺎﺋﺸﺔ. .,0,date= 2017-11-27T20:25:35+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
ﻛﺒﺮﻭ ﻳﺎ ﻭﺣﻴﺪﺓ ﺗﻮﻛﻞ ﻓﻴﻬﻢ ﻓﻲ ﺳﻴﺮﻳﻼﻙ؟😂😂✌🏻😜,1,date= 2017-11-27T21:21:35+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
Wow so sexy I love it,1,date= 2017-11-28T05:37:04+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
Dommage wlh kont nchouf fik b 3in kbira 5sara,0,date= 2017-11-29T19:07:57+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
Malek Trabelsi ech kawlk fi leklasset,0,date= 2017-11-27T21:34:30+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
Toujours tu es très séduisante et douce ..très beaux yeux ..,1,date= 2017-11-28T16:15:50+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
Zeyed masetha,0,date= 2017-11-27T22:01:35+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
ﻳﺎﻋﻴﺶ ﺭﺍﻛﻲ ﻋﺎﻗﻠﺔ ﻋﻼﺵ ﻫﺎﻟﻌﺮﺍﺀ ﻭﺍﻟﺬﺭﺍﺀ,0,date= 2017-11-28T05:51:53+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
ﻣﺎﺷﺎﺀ ﷲ .. ﺭﻭﻋﺔ ﺍﻻﻧﻮﺛﺔ,1,date= 2017-11-27T20:31:51+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
ﺣﺮﺍﻡ ﻋﻠﻴﻚ,0,date= 2017-11-27T20:27:26+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
ﻣﺤﻼﻩ ﺍﻟﺴﺮﺩﻭﻙ ❤️,1,date= 2017-11-27T20:25:58+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
ﻣﺤﻼﻙ,1,date= 2017-11-27T20:18:58+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
"Aya chkoun y3arri akthrr 😂😂
Chkoun zaaad 😂😂😂😂",0,date= 2017-11-27T20:21:21+0000,Page Facebook= sourceFblink : 426170127508333_878842252241116
ﺍﻟﺠﻤﺎﻝ ﻋﺎﺋﺸﺔ,1,date= 2017-11-28T16:33:43+0000,Page Facebook= sourceFblink : 426170127508333_878785035580171
ﻭﺣﺘﻰ ﺍﻧﺖ ﻣﻨﻮﺭﺓ,1,date= 2017-11-27T21:05:37+0000,Page Facebook= sourceFblink : 426170127508333_878785035580171
ﺩﻭﻣﺎ ﻣﻨﻮﺭﺓ,1,date= 2017-11-27T21:04:39+0000,Page Facebook= sourceFblink : 426170127508333_878785035580171
Mwahra meziana barcha nhebek,1,date= 2017-11-29T15:51:26+0000,Page Facebook= sourceFblink : 426170127508333_878785035580171
ﺍﺟﻤﻞ ﻓﻨﺎﻧﺔ ﻧﺤﺒﻚ,1,date= 2017-11-29T15:17:38+0000,Page Facebook= sourceFblink : 426170127508333_878785035580171
ﻋﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﺴﻞ,1,date= 2017-11-28T21:08:34+0000,Page Facebook= sourceFblink : 426170127508333_878785035580171
"ﻛﻨﺖ ﻣﺤﻼﻙ ﻋﻠﻰ ﻃﺒﻴﻌﺘﻚ ...ﻛﻴﻒ ﺗﺒﺪﻟﺖ ﻣﻌﺎﺵ ﻧﺘﺒﻌﻮﻙ ﺧﺎﻃﺮ ﺍﻱ ﻭﺍﺣﺪ ﻳﺨﺬ ﺷﻮﻳﺔ ﺷﻬﺮﺓ ﻳﻮﻟﻲ ﺿﺮﺏ ﻓﻲ ﺭﻭﺣﻮ ﺑﺮﺷﺔ
ﺍﺭﺟﻊ ﻛﻴﻤﺎ ﻛﻨﺖ ﺧﻴﺮ ﺍﻟﺪﻧﻴﺎ ﻓﻨﻴﺎ ﻭﻣﻴﺒﻘﻰ ﻛﺎﻥ ﻣﻮﻻﻫﺎ .....",0,date= 2017-11-29T10:07:51+0000,Page Facebook= sourceFblink : 426170127508333_878552982270043
Aycha ton defaut c tes cheuveux ksar w wekfin essaye de faire une extension w nahi alina frange brabi,0,date= 2017-11-30T01:07:15+0000,Page Facebook= sourceFblink : 426170127508333_878552982270043
ﻓﻲ ﺍﻟﺠﺒﻞ ﻓﻲ ﺍﻟﺠﺒﻞ ﻳﺎﺣﺒﻴﺒﻲ ﻓﻲ ﺍﻟﺠﺒﻞ,0,date= 2017-11-29T11:28:45+0000,Page Facebook= sourceFblink : 426170127508333_878552982270043
Mira Dridi chou ch3arha 😱,0,date= 2017-11-29T14:25:11+0000,Page Facebook= sourceFblink : 426170127508333_878552982270043
ﻓﺎﺵ ﺗﻌﻤﻠﻲ ﻓﻲ ﺍﻟﺠﺒﻞ,0,date= 2017-11-29T18:52:34+0000,Page Facebook= sourceFblink : 426170127508333_878552982270043
"yaaay ahahha l caniche kif mn tichikitou 😍😍😍😍 
j'adoooooore ✌✌✌",1,date= 2017-11-29T11:45:40+0000,Page Facebook= sourceFblink : 426170127508333_878081422317199
Na9dtek 9asrya 😂😂😂,0,date= 2017-11-28T19:39:51+0000,Page Facebook= sourceFblink : 426170127508333_878081422317199
ﻻﻳﻮﺟﺪﻛﻼﻡ ﺍﻥ ﺍﻗﻠﻮ,0,date= 2017-11-26T18:09:18+0000,Page Facebook= sourceFblink : 426170127508333_878081422317199
Malla 7aala mokrba walh😋,0,date= 2017-11-29T20:17:07+0000,Page Facebook= sourceFblink : 426170127508333_878081422317199
ﻭﺭﺍﺱ ﺍﻣﻴﻤﺘﻲ ﻋﺮﻓﻨﺎ ﺍﻟﻲ ﺍﻧﺘﻲ ﻋﻤﻠﺖ ﺗﺎﺗﻮﺍﺝ ﻓﻲ ﺳﺎﻗﻴﻚ ﻭﷲ -_-,0,date= 2017-11-30T16:16:43+0000,Page Facebook= sourceFblink : 426170127508333_878081422317199
ﺍﻟﻮﻭﻭﻭ,0,date= 2017-11-25T11:14:41+0000,Page Facebook= sourceFblink : 426170127508333_877209015737773
Kan istarti rou7ik 5ir,0,date= 2017-11-26T22:43:50+0000,Page Facebook= sourceFblink : 426170127508333_877209015737773
ﻣﻴﺴﺎﺀ ﺑﻮﻣﻴﺰﺓ Ani heeni manich metkalma :p,0,date= 2017-11-27T11:38:46+0000,Page Facebook= sourceFblink : 426170127508333_877209015737773
ﻣﻼ ﺣﺎﻟﺔ ﻓﻴﻬﺎﺍ ﺣﺎﻟﺔ ﻣﺮﺍﻣﺔ ﻓﻲ ﺭﻭﺣﻬﺎﺍ ﻫﻬﻬﻪ,0,date= 2017-11-27T10:24:52+0000,Page Facebook= sourceFblink : 426170127508333_877209015737773
ﺑﻼﺵ ﻛﻼﺳﻂ ﺍﺣﻠﻰ,0,date= 2017-11-27T22:47:45+0000,Page Facebook= sourceFblink : 426170127508333_877209015737773
Ya mama ya mama,0,date= 2017-11-17T18:25:50+0000,Page Facebook= sourceFblink : 426170127508333_872092282916113
Tmoutou 3lbarani hhhh,0,date= 2017-11-17T22:25:19+0000,Page Facebook= sourceFblink : 426170127508333_872092282916113
ﺷﻜﻮﻥ ﻫﺎﺫﻯ ﺭﺍﺟﻠﻚ؟,0,date= 2017-11-17T18:31:25+0000,Page Facebook= sourceFblink : 426170127508333_872092282916113
